vdd,seed,edyn,eword,sense_min,sense_max
1.0,37,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,38,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,39,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,40,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,41,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,42,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,43,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,44,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,45,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,46,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,47,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,48,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,49,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.0,50,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,1,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,2,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,3,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,4,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,5,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,6,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,7,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,8,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,9,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,10,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,11,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,12,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,13,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,14,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,15,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,16,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,17,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,18,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,19,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,20,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,21,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,22,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,23,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,24,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,25,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,26,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,27,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,28,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,29,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,30,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,31,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,32,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,33,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,34,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,35,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,36,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,37,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,38,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,39,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,40,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,41,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,42,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,43,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,44,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,45,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,46,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,47,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,48,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,49,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
1.1,50,3.13128e-13,3.36612e-12,-2.948760e-04,2.949067e-04
